Новое Радио 98.5 FM	https://emgregion.hostingradio.ru:8064/voronezh.novoe.mp3	0
Радио Юмор FM 99.1 FM	https://pub0301.101.ru:8443/stream/air/mp3/256/102	0
Детское радио 99.5 FM	https://pub0101.101.ru:443/stream/reg/mp3/128/region_deti_tz_0	0
Радио Европа Плюс 100.3 FM	https://ep256.hostingradio.ru:8052/europaplus256.mp3	0
Радио Energy 101.1 FM	https://pub0202.101.ru:8443/stream/reg/mp3/128/region_energy_65	0
Радио 7 / на семи холмах (Воронеж)	https://emgregion.hostingradio.ru:8064/voronezh.radio7.mp3	0
Радио 7 / на семи холмах 104.7 FM	http://retroserver.streamr.ru:8040/radio7128.mp3	0
Дорожное радио 102.3 FM	https://dorognoe.hostingradio.ru:443/radio	30
Радио Шансон 102.8 FM	https://chanson.hostingradio.ru:8041/chanson256.mp3	0
Радио Шансон БЕЗ ЦЕНЗУРЫ	http://chanson.hostingradio.ru:8041/chanson-uncensored128.mp3	0
Радио Шансон Романтика	http://chanson.hostingradio.ru:8041/chanson-romantic128.mp3	0
Радио Волшебный Шансон	http://listen2.myradio24.com:9000/8144	0
Авторадио 103.4 FM	https://pub0301.101.ru:8443/stream/air/mp3/256/100	0
Радио DFM 104.3 FM	https://radiokrug.ru:443/radio/dfm-vrn/icecast.audio	0
Русское радио 104.8 FM	https://radiosolo.ru:443/radio/rusradio_vrn/icecast.audio	0
Радио Маяк 105.7 FM	https://icecast-vgtrk.cdnvideo.ru:443/mayakfm_mp3_192kbps	30
Кекс FM	https://dorognoe.hostingradio.ru:443/keksfm64.aac	0
Монте-Карло	http://montecarlo.hostingradio.ru:80/montecarlo128.mp3	0
Радио Ultra	https://nashe1.hostingradio.ru:443/ultra-256	0
РЕТРО FM 90е	http://retro90.hostingradio.ru:8025/retro90-128.mp3	0
РЕТРО FM 80е	http://retro80.hostingradio.ru:8025/retro80-128.mp3	0
РЕТРО FM 70e	http://retro70.hostingradio.ru:8025/retro70-128.mp3	0
РЕТРО FM 105.3 FM	https://retro.hostingradio.ru:8043/retro256.mp3	0
РЕТРО FM	http://retroserver.streamr.ru:8043/retro128	0
Радио Фантастики	http://fantasyradioru.no-ip.biz:8002/live	0
Радио Хорошего Настроения	http://188.93.129.110:8000/fm1018	0
Милицейская Волна	http://radio.mvd.ru:8000/mv128.mp3	0
Модное Радио	http://cast.modnoeradio.ru:8000/mp128	0
Ностальгия FM	http://93.189.147.117:8000/nostalgiafm.mp3	0
Перец FM	http://radio.stilnoe.fm:8080/radio-stilnoe	0
Экспресс-Радио	http://159.253.18.97:8000/128kbit.mp3	-2
Пионер FM	http://radio.dline-media.com:80/ppr128.mp3	0
Радио Pro FM	https://edge126.rcs-rds.ro:443/profm/profm.mp3	0
Маруся FM	http://radio-holding.ru:9000/marusya_default	0
А Плюс	http://s.aplus.fm:9000/aplus_128	0
Дискотека 90-х	http://listen1.myradio24.com:9000/5967	0
Радио Ulitka	http://air.radioulitka.ru:8000/ulitka_192	0
Donat FM - Музыка СССР (Music of the USSR)	http://c6.radioboss.fm:8098/stream	0
Donat FM - Зарубежные хиты (Foreign hits)	http://c6.radioboss.fm:8089/stream	0
Радио Для Двоих	https://icecast-radiofortwo.cdnvideo.ru:443/radiofortwo	0
Best FM	https://nashe1.hostingradio.ru:443/best-256	0
Радио Шлягер	https://listen6.myradio24.com:443/20874	0
Радио Любимые хиты	https://online.lyubimyehity.ru:8005/stream	0
Russian Mix - Радио Рекорд	https://radiorecord.hostingradio.ru:443/rus96.aacp	0
Viva Eurodance	http://stream.radioextra-bg.net:8000/viva-eurodance	0
Eldoradio 80s	http://sc-eldo80s.newmedia.lu:80/	0
90s Eurodance	https://listen1.myradio24.com:443/5967	0
Радио Дискотека 80-х & 90-х	https://listen4.myradio24.com:443/dance80	0
Pilot FM 100.4 Yekaterinburg	http://online.pilotfm.ru:8000/pilot	0
Бурлеск FM	http://burlesquefm.ru:8000/radio	0
Радио Воскресение/Екатеринбург	http://217.24.181.164:8000/stream.mp3	0
Радио Вышка/Екатеринбург	http://stream.vyshka24.ru:80/192	0
Pravda Radio	http://79.98.49.5:8132/pravda?type=.mp3	0
Радио Мелодия/Санкт-Петербург	http://stream128.melodiafm.spb.ru:8000/melodia128	0
4duk radio	http://radio.4duk.ru:80/4duk128.mp3	0
13-Й Регион	http://radio.dline-media.com:80/r13radio	0
107 Краснодар	http://62.183.34.109:8000/radio107.mp3	0
Hit FM 104.2	http://str.simpex.ru:8076/HIT	0
Зайцев.FM Electronic (256kbps)	http://zaycevfm.cdnvideo.ru/ZaycevFM_electronic_256.mp3	0
Пи FM Москва (128kbps)	https://cdn.pifm.ru/mp3	0
Радиола (Е-бург) (mp3 128kbps)	http://online1.gkvr.ru:8000/radiola_eka_128.mp3	0
Russian Hits	https://radiorecord.hostingradio.ru:443/russianhits96.aacp	0
Супердискотека 90-х	https://radiorecord.hostingradio.ru:443/sd9096.aacp	0
Russian Gold	https://radiorecord.hostingradio.ru:443/russiangold96.aacp	0
Eurodance	https://radiorecord.hostingradio.ru:443/eurodance96.aacp	0
Technopop	https://radiorecord.hostingradio.ru:443/technopop96.aacp	0
Disco/Funk	https://radiorecord.hostingradio.ru:443/discofunk96.aacp	0
Christmas	https://radiorecord.hostingradio.ru:443/christmas96.aacp	0
Гоп FM	https://radiorecord.hostingradio.ru:443/gop96.aacp	0
60's Dance	https://radiorecord.hostingradio.ru:443/cadillac96.aacp	0
70's Dance	https://radiorecord.hostingradio.ru:443/197096.aacp	0
Record 80-х	https://radiorecord.hostingradio.ru:443/198096.aacp	0
Руки Вверх!	https://radiorecord.hostingradio.ru:443/rv96.aacp	0
Веснушка FM	https://radiorecord.hostingradio.ru:443/deti96.aacp	0
Медляк FM	https://radiorecord.hostingradio.ru:443/mdl96.aacp	0
Нафталин FM	https://radiorecord.hostingradio.ru:443/naft96.aacp	0
Гастарбайтер FM	https://radiorecord.hostingradio.ru:443/gast96.aacp	0
FRANCE	http://allzic26.ice.infomaniak.ch:80/allzic26.mp3	0
300Km/H	http://radio.promodj.com:80/300kmh-192	0
100	http://stream.laut.fm:80/1000melodien	0
Russian! Radio	http://play.russianradio.eu:80/	0
Zefir FM	http://178.124.152.212:8008/Zefir	0
Yogaradio	http://play.yogaradio.fm:8000/YOGAradio	0
Top Hits 2000	http://prmstrm.1.fm:8000/hits2000	0
Radio-Megapolis	http://online.radio-megapolis.ru:8000/megapolis_mp3	30
Radio Karolina	http://streaming.karolina.rs:8000/karolina.mp3	0
Proton Radio	http://shoutcast.protonradio.com:7000/stream	0
Absolute Top 40 Radio	http://strm112.1.fm:80/top40_mobile_mp3	0
Absolute 90S Party Zone Radio	http://prmstrm.1.fm:8000/partyzone90s	0
Absolute 70 Pop Radio	http://prmstrm.1.fm:8000/70s	0
A List 80S Radio	http://strm112.1.fm:80/back280s_mobile_mp3	0
All Times Hits Radio	http://strm112.1.fm:80/allmixedup_mobile_mp3	0
16Bit.fm-Cafe	http://16bitfm.com:8000/cafe_mp3_128	0
Digital Impulse - Space Trace	https://rbx2.hnux.com:443/http://e12005.cloudrad.io:8554/;	0
Dj.Finist -Super Radio	https://listen6.myradio24.com:443/finist7747	0
RADCAP - Russian Club Dance	http://79.120.77.11:8000/clubru	0
Radio-REMIX (mp3 128kbps)	http://radio-remix.ru:8000/radio	0
Antenne Bayern Chillout (DE, AAC 128kbps)	https://s5-webradio.antenne.de:443/chillout/stream	0
Antenne Bayern Relax (DE, AAC 128kbps)	https://s5-webradio.antenne.de:443/relax/stream	0
Chill. (UK) (mp3 128kbps)	http://media-ice.musicradio.com:80/ChillMP3	0
Chillout Lounge Radio (mp3 192kbps)	http://prmstrm.1.fm:8000/chilloutlounge	0
Ibiza Chill Tropical (mp3 192kbps)	http://prmstrm.1.fm:8000/ibizachill	0
Radio Paradise (AAC 128kbps)	http://stream-dc1.radioparadise.com:80/aac-128	0
Radio Record - Chill-Out (AAC  96kbps)	http://radiorecord.hostingradio.ru:80/chil96.aacp	0
Radio Record - Chill House (AAC  96kbps)	http://radiorecord.hostingradio.ru:80/chillhouse96.aacp	0
ElektroFlux (mp3 320kbps)	http://streams.fluxfm.de:80/elektro/mp3-320/audio/	0
Radio Caprice Chill Out (AAC  128kbps)	http://79.111.14.76:8000/chillout	0
